,nodes,steps,airtemp,humidity,rainfall,landtemp
336,1,337,30.0,0.35358587,7.979728e-14,30.0
337,1,338,30.0,0.3752664,0.0,30.0
338,1,339,30.0,0.36224267,0.0,30.0
339,1,340,30.0,0.29098317,0.0,30.0
340,1,341,30.0,0.3201072,0.0,30.0
341,1,342,30.0,0.31511742,0.0,30.0
342,1,343,30.0,0.31798306,0.0,30.0
343,1,344,30.0,0.35128048,0.0,30.0
344,1,345,30.0,0.34936115,0.0,30.0
345,1,346,30.0,0.3480197,0.0,30.0
346,1,347,30.0,0.33671245,0.0,30.0
347,1,348,30.0,0.26009738,0.0,30.0
348,1,349,30.0,0.2883983,0.0,30.0
349,1,350,30.0,0.3096411,0.0,30.0
350,1,351,30.0,0.34867182,3.469447e-15,30.0
351,1,352,30.0,0.33923674,7.979728e-14,30.0
352,1,353,30.0,0.32000485,0.0,30.0
353,1,354,30.0,0.31013593,0.0,30.0
354,1,355,30.0,0.3059169,3.469447e-15,30.0
355,1,356,30.0,0.28945696,8.326673e-14,30.0
356,1,357,30.0,0.27408302,7.979728e-14,30.0
357,1,358,30.0,0.25209647,0.0,30.0
358,1,359,30.0,0.27171212,0.0,30.0
359,1,360,30.0,0.24913481,0.0,30.0
360,1,361,30.0,0.2500663,3.469447e-15,30.0
361,1,362,30.0,0.24680649,7.979728e-14,30.0
362,1,363,30.0,0.28099054,0.0,30.0
363,1,364,30.0,0.29468852,0.0,30.0
364,1,365,30.0,0.23969997,0.0,30.0
365,1,366,30.0,0.21805587,3.469447e-15,30.0
366,1,367,30.0,0.23835541,7.979728e-14,30.0
367,1,368,30.0,0.26206237,0.0,30.0
368,1,369,30.0,0.24478662,0.0,30.0
369,1,370,30.0,0.20505747,3.469447e-15,30.0
370,1,371,30.0,0.21445225,7.979728e-14,30.0
371,1,372,30.0,0.24085914,0.0,30.0
372,1,373,30.0,0.20838155,0.0,30.0
373,1,374,30.0,0.24053508,0.0,30.0
374,1,375,30.0,0.31515613,0.0,30.0
375,1,376,30.0,0.3053194,0.0,30.0
376,1,377,30.0,0.22012055,0.0,30.0
377,1,378,30.0,0.20063034,1.7347235e-15,30.0
378,1,379,30.0,0.21342303,3.989864e-14,30.0
379,1,380,30.0,0.23083735,0.0,30.0
380,1,381,30.0,0.24042653,0.0,30.0
381,1,382,30.0,0.32225168,0.0,30.0
382,1,383,30.0,0.45875466,3.469447e-15,30.0
383,1,384,30.0,0.5355567,0.5061029,30.0
384,1,385,30.0,0.28073964,0.029642299,30.0
385,1,386,30.0,0.16278554,0.0,30.0
386,1,387,30.0,0.17777805,0.0,30.0
387,1,388,30.0,0.16754343,0.0,30.0
388,1,389,30.0,0.18035302,0.0,30.0
389,1,390,30.0,0.23958623,0.0,30.0
390,1,391,30.0,0.2139828,3.469447e-15,30.0
391,1,392,30.0,0.20335034,7.979728e-14,30.0
392,1,393,30.0,0.20265673,0.0,30.0
393,1,394,30.0,0.18560436,0.0,30.0
394,1,395,30.0,0.29128313,0.0,30.0
395,1,396,30.0,0.38205522,0.007005322,30.0
396,1,397,30.0,0.39142817,0.0026057852,30.0
397,1,398,30.0,0.5150263,0.86396277,30.0
398,1,399,30.0,0.51346314,0.04871506,30.0
399,1,400,30.0,0.46282354,3.469447e-15,30.0
400,1,401,30.0,0.44382918,0.00062727445,30.0
401,1,402,30.0,0.23222718,7.979728e-14,30.0
402,1,403,30.0,0.1721206,3.469447e-15,30.0
403,1,404,30.0,0.18373367,7.979728e-14,30.0
404,1,405,30.0,0.14260307,3.469447e-15,30.0
405,1,406,30.0,0.13409822,7.979728e-14,30.0
406,1,407,30.0,0.16515142,0.0,30.0
407,1,408,30.0,0.14974411,0.0,30.0
408,1,409,30.0,0.1536593,3.469447e-15,30.0
409,1,410,30.0,0.16376716,7.979728e-14,30.0
410,1,411,30.0,0.16282177,0.0,30.0
411,1,412,30.0,0.15183233,0.0,30.0
412,1,413,30.0,0.23975903,0.0,30.0
413,1,414,30.0,0.27332875,0.0,30.0
414,1,415,30.0,0.38552514,0.0,30.0
415,1,416,30.0,0.42759094,3.469447e-15,30.0
416,1,417,30.0,0.35621792,7.979728e-14,30.0
417,1,418,30.0,0.19870313,0.0,30.0
418,1,419,30.0,0.17011526,0.0,30.0
419,1,420,30.0,0.15396982,0.0,30.0
420,1,421,30.0,0.15247092,0.0,30.0
421,1,422,30.0,0.1997045,0.0,30.0
422,1,423,30.0,0.18701865,0.0,30.0
423,1,424,30.0,0.12278835,0.0,30.0
424,1,425,30.0,0.17003977,0.0,30.0
425,1,426,30.0,0.13644724,0.0,30.0
426,1,427,30.0,0.15072234,0.0,30.0
427,1,428,30.0,0.19666883,0.0,30.0
428,1,429,30.0,0.30731636,0.0,30.0
429,1,430,30.0,0.19770226,0.0,30.0
430,1,431,30.0,0.42338175,0.0,30.0
431,1,432,30.0,0.44429973,0.53942674,30.0
432,1,433,30.0,0.53433007,0.6743477,30.0
433,1,434,30.0,0.47774076,2.8319392,30.0
434,1,435,30.0,0.30350226,0.0,30.0
435,1,436,30.0,0.15784311,3.469447e-15,30.0
436,1,437,30.0,0.18470106,7.979728e-14,30.0
437,1,438,30.0,0.37607074,0.0,30.0
438,1,439,30.0,0.3966367,0.006809851,30.0
439,1,440,30.0,0.506293,5.4300694,30.0
440,1,441,30.0,0.59284866,9.568938,30.0
441,1,442,30.0,0.5035048,0.06498656,30.0
442,1,443,30.0,0.4643315,0.6195692,30.0
443,1,444,30.0,0.5488345,1.6446493,30.0
444,1,445,30.0,0.50434715,0.2981904,30.0
445,1,446,30.0,0.44366944,0.002795842,30.0
446,1,447,30.0,0.40025657,0.0,30.0
447,1,448,30.0,0.41549346,0.1730005,30.0
448,1,449,30.0,0.47150964,0.021404287,30.0
449,1,450,30.0,0.51943016,4.7534623,30.0
450,1,451,30.0,0.6287157,3.9411256,30.0
451,1,452,30.0,0.43110076,0.0006868527,30.0
452,1,453,30.0,0.49074277,1.1375722,30.0
453,1,454,30.0,0.50549763,2.5514877,30.0
454,1,455,30.0,0.55438805,10.284958,30.0
455,1,456,30.0,0.63972455,0.0104398765,30.0
456,1,457,30.0,0.55964065,0.28100306,30.0
457,1,458,30.0,0.5354289,0.035393856,30.0
458,1,459,30.0,0.49939054,0.2421404,30.0
459,1,460,30.0,0.5724178,0.7079937,30.0
460,1,461,30.0,0.54844534,0.0,30.0
461,1,462,30.0,0.53787804,2.5670214,30.0
462,1,463,30.0,0.49710482,0.038339853,30.0
463,1,464,30.0,0.4358009,0.060786247,30.0
464,1,465,30.0,0.43934005,0.0051123803,30.0
465,1,466,30.0,0.56816125,15.181373,30.0
466,1,467,30.0,0.58609885,0.023099022,30.0
467,1,468,30.0,0.6473289,0.42607617,30.0
468,1,469,30.0,0.58921534,0.04345488,30.0
469,1,470,30.0,0.6056806,0.70667726,30.0
470,1,471,30.0,0.5566946,3.009922,30.0
471,1,472,30.0,0.5505376,3.5111825,30.0
472,1,473,30.0,0.57197785,2.7981737,30.0
473,1,474,30.0,0.5935341,0.0,30.0
474,1,475,30.0,0.57902247,1.7924542,30.0
475,1,476,30.0,0.598057,1.4786897,30.0
476,1,477,30.0,0.5820764,3.436244,30.0
477,1,478,30.0,0.6636064,0.6293024,30.0
478,1,479,30.0,0.6630673,2.3163605,30.0
479,1,480,30.0,0.6360001,0.33736688,30.0
480,1,481,30.0,0.57836175,1.3391231,30.0
481,1,482,30.0,0.5873153,0.00302228,30.0
482,1,483,30.0,0.575681,0.13197033,30.0
483,1,484,30.0,0.63410056,2.1532688,30.0
484,1,485,30.0,0.629483,1.2182671,30.0
485,1,486,30.0,0.6421042,0.9750854,30.0
486,1,487,30.0,0.6034729,0.31982237,30.0
487,1,488,30.0,0.63054067,0.5683023,30.0
488,1,489,30.0,0.68588513,4.081225,30.0
489,1,490,30.0,0.54398537,0.37683192,30.0
490,1,491,30.0,0.56008667,5.4762373,30.0
491,1,492,30.0,0.64089537,13.535644,30.0
492,1,493,30.0,0.67656934,0.025745844,30.0
493,1,494,30.0,0.6373933,0.19498771,30.0
494,1,495,30.0,0.5931062,0.09928402,30.0
495,1,496,30.0,0.678438,0.8825118,30.0
496,1,497,30.0,0.60631007,0.35601562,30.0
497,1,498,30.0,0.6453471,0.8126389,30.0
498,1,499,30.0,0.5385749,0.06531731,30.0
499,1,500,30.0,0.6617011,2.9061792,30.0
500,1,501,30.0,0.6477296,3.5584507,30.0
501,1,502,30.0,0.5547592,0.027121589,30.0
502,1,503,30.0,0.6283842,0.65213275,30.0
503,1,504,30.0,0.6129567,2.9046981,30.0
504,1,505,30.0,0.70760566,7.5101676,30.0
505,1,506,30.0,0.66225743,1.1928467,30.0
506,1,507,30.0,0.6164504,0.42005318,30.0
507,1,508,30.0,0.5718991,0.97135353,30.0
508,1,509,30.0,0.6333018,10.637849,30.0
509,1,510,30.0,0.75034106,1.4056779,30.0
510,1,511,30.0,0.680006,1.5988872,30.0
511,1,512,30.0,0.6835181,1.4447948,30.0
512,1,513,30.0,0.67951596,0.17094277,30.0
513,1,514,30.0,0.69986284,2.2944024,30.0
514,1,515,30.0,0.69204026,0.20125583,30.0
515,1,516,30.0,0.71106994,1.3744802,30.0
516,1,517,30.0,0.82692814,5.304686,30.0
517,1,518,30.0,0.74044436,0.94742686,30.0
518,1,519,30.0,0.69480574,0.66615677,30.0
519,1,520,30.0,0.65869296,0.39093748,30.0
520,1,521,30.0,0.6584194,0.039392777,30.0
521,1,522,30.0,0.6764628,1.2270744,30.0
522,1,523,30.0,0.8231944,1.0409032,30.0
523,1,524,30.0,0.741957,0.39516297,30.0
524,1,525,30.0,0.79523647,7.206434,30.0
525,1,526,30.0,0.83550286,4.714718,30.0
526,1,527,30.0,0.7874525,0.54215676,30.0
527,1,528,30.0,0.71015847,0.08989924,30.0
528,1,529,30.0,0.76786053,0.5701476,30.0
529,1,530,30.0,0.77161425,6.494715,30.0
530,1,531,30.0,0.73761886,0.38292795,30.0
531,1,532,30.0,0.6820994,0.06431624,30.0
532,1,533,30.0,0.7130233,0.0014836647,30.0
533,1,534,30.0,0.6683022,0.2834212,30.0
534,1,535,30.0,0.66137075,0.56410426,30.0
535,1,536,30.0,0.68143356,1.6628685,30.0
536,1,537,30.0,0.68542707,0.34225878,30.0
537,1,538,30.0,0.7200746,0.5259642,30.0
538,1,539,30.0,0.7053822,0.5572096,30.0
539,1,540,30.0,0.7199088,4.8238716,30.0
